source_text,target_text
context: What do people typically do while playing guitar?  options: 1: cry 2: hear sounds 3: singing 4: arthritis 5: making music  explanation: Become a Singer Singing Job,singing
context: What could go on top of wood?  options: 1: lumberyard 2: synagogue 3: floor 4: carpet 5: hardware store  explanation: Carpets in Chennai,carpet
context: Where do adults use glue sticks?  options: 1: classroom 2: desk drawer 3: at school 4: office 5: kitchen drawer  explanation: offices employ only Adults.,office
context: A fencing thrust with a sharp sword towards a person would result in what?  options: 1: injury 2: small cuts 3: fever 4: competition 5: puncture wound  explanation: puncture wound is a deep wound,puncture wound
context: What would vinyl be an odd thing to replace?  options: 1: pants 2: record albums 3: record store 4: cheese 5: wallpaper  explanation: wallpaper replaces vinyl,wallpaper
context: Janet was watching the film because she liked what?  options: 1: erection 2: laughter 3: being entertained 4: fear 5: bordem  explanation: being entertained laughter,being entertained
context: A crane uses many a steel cable when working a what?  options: 1: abaft 2: ship 3: winch 4: construction site 5: building  explanation: To work in site construction,construction site
context: Where would you put uncooked crab meat?  options: 1: wharf 2: red lobster 3: tidepools 4: boss's office 5: stew pot  explanation: Donate — The Stewpot,stew pot
context: Sally used a clipboard to hold her papers while she read off names at the beginning of the day. Where might she work?  options: 1: desk 2: windows 95 3: office supply store 4: see work 5: school  explanation: List of schools in Ernakulam district,school
context: What are you waiting alongside with when you're in a reception area?  options: 1: motel 2: chair 3: hospital 4: people 5: hotels  explanation: people waiting alongside with when you're in a reception area,people
"context: The weasel was becoming a problem, it kept getting into the chicken eggs kept in the what?  options: 1: forrest 2: barn 3: public office 4: out of doors 5: freezer  explanation: chicken eggs kept in barn",barn
"context: Unlike a spider and his many sight seers, people only have what?  options: 1: tongues 2: names 3: brains 4: feelings 5: two eyes  explanation: two eyes Unlike a spider and his many sight seers",two eyes
context: Who is a police officer likely to work for?  options: 1: beat 2: direct traffic 3: city 4: street 5: president  explanation: a police officer likely to work for city,city
"context: If you are awaking multiple times throughout the night because a lot is on your mind, what is a likely cause?  options: 1: irritability 2: depression 3: getting out of bed 4: happiness 5: discomfort  explanation: Depression indicates mental distress.",depression
"context: When a person is beginning work, what are they building?  options: 1: time 2: accomplishing 3: working 4: momentum 5: tiredness  explanation: beginner building momentum",momentum
context: Where would you find magazines along side many other printed works?  options: 1: doctor 2: bookstore 3: market 4: train station 5: mortuary  explanation: magazine available in bookstore,bookstore
context: Where does a heifer's master live?  options: 1: farm house 2: barnyard 3: stockyard 4: slaughter house 5: eat cake  explanation: Farm House Sale Chennai,farm house
